"시점","행정구역(시군구)별","성별",계,0 - 4세,5 - 9세,10 - 14세,15 - 19세,20 - 24세,25 - 29세,30 - 34세,35 - 39세,40 - 44세,45 - 49세,50 - 54세,55 - 59세,60 - 64세,65 - 69세,70 - 74세,75 - 79세,80세 이상,80 - 84세,85세 이상,85 - 89세,90 - 94세,95 - 99세,100세 이상
"2023","옥천군","남자",24789,397,670.5,923,994,1155,1048,830,885,1374.5,1639.5,2176.5,2360,2958.5,2651.5,1946.5,1180,1599.5,946.5,653,482,144.5,24.5,2
"2023","옥천군","여자",24315,331.5,640.5,847.5,873.5,860.5,768,687.5,882,1267,1424.5,1846.5,2109,2707,2480.5,1866.5,1477,3246,1632.5,1613.5,1094,417,86.5,16
"2023","영동군","계",44459,674,1040.5,1436,1554.5,1869,1553,1258,1410,1993.5,2543.5,3583,4231.5,5364,4792,3514,2758.5,4884,2751.5,2132.5,1528.5,485,101.5,17.5
"2023","영동군","남자",22249,357.5,518,756,793.5,1044.5,881.5,714,750,1040,1406,1973.5,2248.5,2736,2515,1666.5,1201,1647.5,1036,611.5,475,113,22.5,1
"2023","영동군","여자",22210,316.5,522.5,680,761,824.5,671.5,544,660,953.5,1137.5,1609.5,1983,2628,2277,1847.5,1557.5,3236.5,1715.5,1521,1053.5,372,79,16.5
"2023","진천군","계",85974.5,2776.5,4000.5,4366,4073,3909,4940,5349,5657.5,7301,6914,7212,6946,6943.5,5322,3345,2478,4441.5,2334,2107.5,1527.5,471.5,97,11.5
"2023","진천군","남자",45430.5,1492.5,2043.5,2240,2144,2264.5,2903,3126.5,3047.5,3958.5,3788,3988.5,3813,3679,2730.5,1653.5,1114.5,1443.5,872,571.5,447.5,105.5,14.5,4
"2023","진천군","여자",40544,1284,1957,2126,1929,1644.5,2037,2222.5,2610,3342.5,3126,3223.5,3133,3264.5,2591.5,1691.5,1363.5,2998,1462,1536,1080,366,82.5,7.5
"2023","괴산군","계",36735,436.5,728.5,894.5,919.5,1174.5,1078,987.5,1103,1552.5,1843,2825.5,3840.5,5149.5,4590.5,3074.5,2380,4157,2282,1875,1326.5,461.5,75.5,11.5
"2023","괴산군","남자",18930.5,220.5,372,444,487.5,694.5,638,569,614.5,851.5,1067.5,1620,2057.5,2763,2455,1584.5,1107,1384.5,869.5,515,400.5,97,15.5,2
"2023","괴산군","여자",17804.5,216,356.5,450.5,432,480,440,418.5,488.5,701,775.5,1205.5,1783,2386.5,2135.5,1490,1273,2772.5,1412.5,1360,926,364.5,60,9.5
"2023","음성군","계",91229.5,1828.5,2948.5,3610,3582.5,3864.5,4606.5,4411.5,4417,6047,6686.5,8420,8771.5,9779,7664.5,4876,3691,6025,3316.5,2708.5,1905.5,641,139.5,22.5
"2023","음성군","남자",48396.5,927.5,1534.5,1927.5,1877.5,2167.5,2666,2609.5,2487.5,3298.5,3775.5,4747,4791,5372,3975.5,2484,1719,2036.5,1304.5,732,568,133,24,7
"2023","음성군","여자",42833,901,1414,1682.5,1705,1697,1940.5,1802,1929.5,2748.5,2911,3673,3980.5,4407,3689,2392,1972,3988.5,2012,1976.5,1337.5,508,115.5,15.5
"2023","단양군","계",27672,371.5,579,794.5,941,918.5,917,807.5,890,1246.5,1509,2324,2790,3734,3305.5,2170,1733,2641,1521,1120,810.5,259,40,10.5
"2023","단양군","남자",14066.5,184.5,308,435.5,511.5,519.5,551,447.5,477,666,816,1275.5,1477.5,1916.5,1746.5,1071.5,754.5,908,592,316,243.5,64,7,1.5
"2023","단양군","여자",13605.5,187,271,359,429.5,399,366,360,413,580.5,693,1048.5,1312.5,1817.5,1559,1098.5,978.5,1733,929,804,567,195,33,9
"2023","증평군","계",37259,1089.5,1614,1797,1593.5,1841,2500.5,2240,2269.5,2759.5,2751.5,3146.5,3031.5,3161.5,2611,1649,1280,1923.5,1076,847.5,626,183.5,35.5,2.5
"2023","증평군","남자",19388,563.5,823,946,836,1049.5,1477,1282,1256.5,1495.5,1492.5,1651.5,1589,1637,1276,801,573.5,638.5,402.5,236,195,34,7,0
"2023","증평군","여자",17871,526,791,851,757.5,791.5,1023.5,958,1013,1264,1259,1495,1442.5,1524.5,1335,848,706.5,1285,673.5,611.5,431,149.5,28.5,2.5
