"시점","행정구역(시군구)별","성별",계,0 - 4세,5 - 9세,10 - 14세,15 - 19세,20 - 24세,25 - 29세,30 - 34세,35 - 39세,40 - 44세,45 - 49세,50 - 54세,55 - 59세,60 - 64세,65 - 69세,70 - 74세,75 - 79세,80세 이상,80 - 84세,85세 이상,85 - 89세,90 - 94세,95 - 99세,100세 이상
"2023","고창군","남자",25821.5,458,679,953,1171.5,1120,957.5,835.5,934.5,1320.5,1694.5,2293.5,2505,2808,2475.5,1919.5,1605,2091,1289,802,620,161.5,19,1.5
"2023","고창군","여자",26072,387,622.5,856,879,814,713,712.5,841,1085.5,1265.5,1776.5,1972.5,2656,2490.5,2148,2071.5,4781,2459,2322,1532,603.5,151.5,35
"2023","부안군","계",49431.5,784.5,1233.5,1645.5,1725.5,2009.5,1635,1545,1767,2419,3031,3847,4390,5334,4860.5,3959.5,3415.5,5829.5,3194,2635.5,1890,624.5,107,14
"2023","부안군","남자",24586,393,661,859.5,895.5,1151.5,944,847.5,937.5,1293,1701.5,2173,2400,2723.5,2436.5,1863.5,1485,1820.5,1131,689.5,550.5,126.5,11.5,1
"2023","부안군","여자",24845.5,391.5,572.5,786,830,858,691,697.5,829.5,1126,1329.5,1674,1990,2610.5,2424,2096,1930.5,4009,2063,1946,1339.5,498,95.5,13
"2023","전라남도","계",1806802,45142.5,66124,80188,79963.5,89983,91751.5,82775,87626,118104.5,125107.5,153015.5,156583.5,166812,132138.5,104199.5,84907,142380.5,79794.5,62586,43387,15525,3115.5,558.5
"2023","전라남도","남자",909893,22947,33911,41044.5,41440,50328,51404,44134,45550.5,62350.5,66806,82499.5,84220.5,86290.5,66659,49936.5,36526,43845.5,28133.5,15712,11935.5,3214.5,502,60
"2023","전라남도","여자",896909,22195.5,32213,39143.5,38523.5,39655,40347.5,38641,42075.5,55754,58301.5,70516,72363,80521.5,65479.5,54263,48381,98535,51661,46874,31451.5,12310.5,2613.5,498.5
"2023","목포시","계",214931.5,4885.5,9291,12057,11480.5,12686,12175,10248,11736,17213,17677,19378,17160.5,17363,13592.5,10323.5,8016.5,9648.5,5867,3781.5,2663.5,904.5,182.5,31
"2023","목포시","남자",106730.5,2517.5,4794,6181.5,5844,6942,6553,5314.5,5915.5,8925.5,9033.5,9979,8652.5,8231.5,6426.5,4691.5,3486,3242.5,2222.5,1020,782.5,201.5,32.5,3.5
"2023","목포시","여자",108201,2368,4497,5875.5,5636.5,5744,5622,4933.5,5820.5,8287.5,8643.5,9399,8508,9131.5,7166,5632,4530.5,6406,3644.5,2761.5,1881,703,150,27.5
"2023","여수시","계",272589,7058,10680,12318,12582,14855,15852.5,14047,14386,19159.5,19893.5,23914.5,23512.5,24441.5,19540,14997,10901.5,14450.5,8510.5,5940,4031.5,1526,325,57.5
"2023","여수시","남자",138709,3584.5,5463,6224,6530,8321.5,9057,7734.5,7665,10072,10387.5,12701.5,12286,12182.5,9624,7275.5,4855.5,4745,3172,1573,1211,306,50.5,5.5
"2023","여수시","여자",133880,3473.5,5217,6094,6052,6533.5,6795.5,6312.5,6721,9087.5,9506,11213,11226.5,12259,9916,7721.5,6046,9705.5,5338.5,4367,2820.5,1220,274.5,52
"2023","순천시","계",277841,8410.5,12303.5,14326,14504,16853,17364.5,15864,16056,20023,20858.5,24912,24029,23128,16140.5,11389,8327,13352.5,7326,6026.5,4174,1504.5,298,50
"2023","순천시","남자",138550.5,4281,6335,7390.5,7496,9261.5,9471.5,8314.5,8178.5,10008,10130.5,12388,12102.5,11703,8071,5566,3623,4230,2674.5,1555.5,1180,324.5,47,4
"2023","순천시","여자",139290.5,4129.5,5968.5,6935.5,7008,7591.5,7893,7549.5,7877.5,10015,10728,12524,11926.5,11425,8069.5,5823,4704,9122.5,4651.5,4471,2994,1180,251,46
"2023","나주시","계",116683,3852.5,5253,5430,4560,5125.5,6352,6959,7101,8864,8075,8613,8844,9826,8035.5,6082.5,5055,8655,4824,3831,2638,987,171,35
"2023","나주시","남자",58854,1969,2711,2750,2373.5,2771.5,3271,3601,3652,4690.5,4512.5,4812,4774,5180.5,4085.5,2918.5,2166,2615.5,1656,959.5,707.5,204,42,6
"2023","나주시","여자",57829,1883.5,2542,2680,2186.5,2354,3081,3358,3449,4173.5,3562.5,3801,4070,4645.5,3950,3164,2889,6039.5,3168,2871.5,1930.5,783,129,29
"2023","광양시","계",152155,5005,6716,7972.5,7715.5,8544,9910,9220.5,8938,11549.5,11349.5,14930,15010,12326.5,8096,5263.5,3594.5,6014,3165,2849,1935.5,721.5,164,28
